region,confirmed,deceased,active,recovered,vaccinated,population
Hungary,1237330,38307,127251,1071772,6239410,9624150
Switzerland,1221424,12128,258205,951091,5951627,8747980
Greece,1056583,20198,56859,979526,7387389,10347910
Jordan,1047953,12372,49461,986120,4293759,10352512
Kazakhstan,984556,12957,16239,955360,8915421,19107870
Cuba,964406,8317,410,955679,10332705,11316414
Morocco,954199,14823,2243,937133,24592087,37555645
Georgia,918641,13289,32174,873178,1318493,3977867
Nepal,826664,11581,5161,809922,10431659,29909065
Slovakia,819493,16239,61960,741294,2708995,5463544
United Arab Emirates,746557,2154,4787,739616,9890441,10066598
Bulgaria,732106,30436,96619,605051,1904143,6871238
Tunisia,722123,25509,1934,694680,6450802,12000987
Lebanon,707123,8996,45953,652174,2177957,6780333
Belarus,689151,5449,2452,681250,4064247,9444736
Croatia,686590,12179,22416,651995,2246948,4067900
Ireland,680375,5890,142120,532365,3884792,5019119
Denmark,665142,3173,128932,533037,4774270,5822296
Guatemala,624866,16089,1104,607673,6443003,18403909
Azerbaijan,613059,8257,13078,591724,5147759,10273962
South Korea,589978,5015,115908,469055,43799357,51334293
Sri Lanka,582149,14832,8790,558527,15972186,21545710
Bolivia,570876,19496,36564,514816,5390141,11907766
Costa Rica,568860,7343,1278,560239,3934813,5162723
Saudi Arabia,551749,8868,2375,540506,24911957,35613027
Ecuador,538218,33624,60714,443880,14039879,18037960
Myanmar,529114,19242,3358,506514,16849172,54947849
Lithuania,507916,7223,26618,474075,1905751,2666213
Panama,484793,7405,4657,472731,3022332,4414882
Paraguay,465028,16596,1032,447400,3444261,7261719
Slovenia,453093,5528,16716,430849,1244497,2079360
Venezuela,442431,5306,6162,430963,18393519,28317032
Palestine,437326,4616,4019,428691,2020110,5276072
Kuwait,414591,2467,908,411216,3325463,4363671
Dominican Republic,412685,4228,1765,406692,6931885,11008336
Uruguay,406127,6159,3431,396537,2763763,3491492
Mongolia,387875,2051,72568,313256,2264962,3356102
Ethiopia,386164,6885,27886,351393,9225960,119156945
Libya,384005,5635,6034,372336,1823248,7009043
Honduras,378994,10429,244782,123783,4941269,10136794
Egypt,378843,21510,42339,314994,31543226,105178410
Moldova,373752,9575,4687,359490,989897,4020127
Norway,367866,1257,277657,88952,4276331,5483767
Armenia,344126,7936,6614,329576,903661,2971415
Oman,304984,4113,636,300235,3121257,5297861
Bosnia and Herzegovina,286792,13243,81331,192218,882641,3250698
Bahrain,279056,1394,940,276722,1197788,1788580
Singapore,277042,820,3547,272675,4744632,5918207
Kenya,274645,5356,19672,249617,5930258,55515956
Australia,273075,2173,45353,225549,20380970,25936149
Latvia,270158,4489,10779,254890,1306031,1855414
Qatar,247269,614,2339,244316,2360308,2807805
Estonia,234958,1899,13846,219213,838277,1327851
Nigeria,233353,2991,18322,212040,8811055,213663177
Finland,227169,1504,179665,46000,4322706,5553421
Zambia,225260,3688,13317,208255,806611,19141855
North Macedonia,222333,7868,5174,209291,836816,2083248
Algeria,215723,6213,61104,148406,7019879,45017901
Botswana,208994,2427,11088,195479,1125993,2421581
Albania,206935,3181,5270,198484,1119430,2873160
Zimbabwe,201344,4855,45180,151309,4069302,15181870
Uzbekistan,197753,1471,1647,194635,18594375,34184247
Kyrgyzstan,184356,2788,2126,179442,1202727,6682838
Mozambique,167307,1961,14105,151241,7845444,32544470
Montenegro,161944,2385,2123,157436,281968,628183
Afghanistan,157878,7346,5177,145355,4397449,40219662
Cyprus,148663,625,23668,124370,640890,1220323
Namibia,141045,3593,9580,127872,387413,2608713
Ghana,134555,1269,3365,129921,2651463,32028461
Uganda,130888,3274,29487,98127,8354808,47866665
El Salvador,121661,3815,11653,106193,4472518,6534487
Cambodia,120434,3006,594,116834,14237048,17060075
Cameroon,108451,1851,865,105735,806176,27518900
Rwanda,103170,1345,56303,45522,6847793,13425011
Laos,101865,288,94238,7339,3744740,7431192
Luxembourg,98440,907,5859,91674,458702,640988
Maldives,94444,261,1938,92245,396452,554574
Jamaica,92279,2461,25236,64582,708521,2980235
Trinidad and Tobago,87980,2681,16025,69274,705683,1406174
Senegal,74256,1890,105,72261,1328153,17393570
Reunion,71795,401,,65494,,904737
DR Congo,70059,1126,,50930,,93568572
Malawi,68470,2319,6621,59530,1390537,19857792
Angola,68362,1743,2695,63924,7246240,34370759
Eswatini,63440,1269,9918,52253,326455,1177878
Ivory Coast,62960,707,,61183,,27340154
Guadeloupe,56035,750,,2250,,400225
Fiji,52706,697,792,51217,661452,906027
Suriname,51518,1186,1455,48877,260861,594384
Syria,49961,2863,15527,31571,1186091,18126723
Martinique,47300,769,,104,,374836
Madagascar,47295,996,2338,43961,589003,28739197
French Guiana,47129,337,,11254,,310081
French Polynesia,46376,636,,,,283303
Sudan,46100,3298,4510,38292,4016849,45357110
Malta,43806,473,4044,39289,438969,443278
Mauritania,40308,860,554,38894,1112438,4829601
Guyana,38998,1042,711,37245,408266,792151
Cape Verde,38751,351,265,38135,302802,564892
Gabon,38039,286,1532,36221,392898,2303080
Papua New Guinea,36059,589,169,35301,283915,9196749
Belize,31444,592,481,30371,229714,408265
Guinea,30938,389,747,29802,1721847,13657222
Barbados,27486,259,1079,26148,155312,287894
Togo,27405,246,1125,26034,1366662,8564485
Tanzania,26483,734,,,1592897,62238700
Lesotho,26004,665,11150,14189,648817,2167297
Haiti,25945,765,2223,22957,120569,11607481
Benin,24935,161,69,24705,1363471,12590725
Seychelles,24047,131,,23574,82323,99245
Somalia,23532,1333,9251,12948,1088665,16545951
The Bahamas,23380,713,,21736,,398786
Channel Islands,23188,112,,20747,,176226
Mauritius,23077,762,694,21621,916524,1274882
Burundi,23009,38,22198,773,4010,12412003
Iceland,22087,37,2622,19428,287560,344510
Andorra,21571,139,1707,19725,56628,77447
Mayotte,21288,185,,2964,,282509
Timor-Leste,19833,122,,19704,,1355446
Mali,19758,652,2224,16882,852496,21109388
Congo,19490,367,6702,12421,734721,5718096
Curacao,18299,186,,17451,,165083
Nicaragua,17442,211,,4225,4628897,6740767
Aruba,17165,181,,16524,,107435
Tajikistan,17095,124,,16966,4374694,9853178
Burkina Faso,17040,317,473,16250,442769,21747087
Taiwan,16853,850,216,15787,18643736,23880381
Brunei,15429,98,142,15189,405092,443657
South Sudan,14275,135,1423,12717,227262,11387235
New Zealand,13648,49,1585,12014,3969641,5002100
Equatorial Guinea,13623,175,38,13410,249215,1470802
Djibouti,13555,189,49,13317,108945,1009180
Isle of Man,13401,67,,12605,,85697
Saint Lucia,13225,295,129,12801,55423,184865
New Caledonia,12581,280,,12103,,289546
Hong Kong,12551,213,152,12186,4842415,7586692
Central African Republic,11961,101,5001,6859,446712,4953519
Yemen,10105,1981,1122,7002,556652,30793565
The Gambia,10087,342,,9688,,2516610
Cayman Islands,8386,11,,4799,,66860
Gibraltar,8014,100,,7426,,33676
Eritrea,7829,72,,7609,,3618781
Niger,7242,273,90,6879,507223,25495432
San Marino,7160,96,862,6202,24282,34036
Sierra Leone,6610,123,,,747044,8215972
Dominica,6520,44,303,6173,29426,72250
Guinea-Bissau,6458,149,16,6293,389157,2036503
Bermuda,6014,106,,5674,,61938
Grenada,5940,200,61,5679,41064,113292
Liberia,5929,287,107,5535,784838,5232754
Liechtenstein,5819,69,312,5438,26103,38289
Saint Vincent and the Grenadines,5810,79,594,5137,33316,111460
Chad,5701,181,646,4874,285922,17119650
Comoros,5123,152,,4423,282378,896889
Faroe Islands,5039,13,,4557,,49137
Sint Maarten,4735,75,,4590,,43594
Monaco,4606,38,361,4207,26672,39652
Antigua and Barbuda,4205,117,40,4048,62154,99125
Saint Martin,4008,56,,1399,,39638
São Tomé and Príncipe,3741,57,,3676,,225156
Caribbean Netherlands,3236,22,,3109,,26583
Turks and Caicos Islands,3208,26,,3102,,39489
British Virgin Islands,2886,39,,,,30528
Saint Kitts and Nevis,2815,28,18,2769,27523,53754
Bhutan,2659,3,14,2642,589482,784137
Greenland,2249,,,1875,,56915
Anguilla,1629,5,,1582,,15200
Saint Barthelemy,1621,6,,,,9921
Wallis and Futuna,454,7,9,438,6016,10948
Saint Pierre and Miquelon,96,,,74,,5752
Falkland Islands,83,,,,,3629
Macao,77,,,77,491162,662385
Montserrat,45,1,,43,,4996
Vatican City,27,,,27,,804
Solomon Islands,20,,,20,179973,711689
Western Sahara,10,1,,8,,618966
Palau,8,,,8,,18221
Vanuatu,7,1,0,6,102308,317716
Marshall Islands,4,,,4,,59779
Samoa,3,,,3,141424,200359
Saint Helena,2,,,2,4361,6104
Micronesia,1,,,1,,116801
Tonga,1,,,1,73609,107461
China,100644,4636,1823,94185,1225000000,1439323776
