region,confirmed,deceased,active,recovered,vaccinated,population
Timor-Leste,19833,122,,19704,,1355652
Congo,19490,367,6702,12421,734721,5719213
Curacao,19049,186,,17532,,165089
Aruba,17648,181,,16584,,107439
Nicaragua,17442,211,,4225,4628897,6741413
Tajikistan,17095,124,,16966,3520397,9854938
Burkina Faso,17040,317,473,16250,972376,21751803
Taiwan,16915,850,253,15812,18660339,23880734
Brunei,15429,98,142,15189,405092,443691
South Sudan,14843,135,1919,12789,227262,11388310
New Zealand,13899,50,1391,12458,3971760,5002100
Equatorial Guinea,13630,175,45,13410,249276,1471182
Djibouti,13572,189,52,13331,108945,1009297
Isle of Man,13443,67,,12932,,85700
Saint Lucia,13302,295,178,12829,55518,184872
Hong Kong,12590,213,188,12189,4854359,7587190
New Caledonia,12581,280,,12103,,289568
Central African Republic,11961,101,5001,6859,446712,4954208
Yemen,10115,1983,1127,7005,556652,30798961
The Gambia,10087,342,,9688,,2517169
Cayman Islands,8386,11,,4799,,66866
Gibraltar,8148,100,,7484,,33676
Eritrea,7886,73,,7658,,3619183
San Marino,7526,98,877,6551,24306,34037
Niger,7271,274,116,6881,507223,25502658
Sierra Leone,6744,123,,,747044,8217305
Dominica,6520,44,303,6173,29426,72251
Guinea-Bissau,6466,149,18,6299,389494,2036886
Bermuda,6014,106,,5674,,61937
Grenada,5956,200,75,5681,41064,113296
Liechtenstein,5934,69,427,5438,26137,38290
Liberia,5929,287,107,5535,784838,5233731
Saint Vincent and the Grenadines,5828,81,596,5151,33316,111463
Chad,5701,181,646,4874,285922,17123530
Comoros,5603,153,,4439,282378,897041
Faroe Islands,5149,13,,4722,,49138
Sint Maarten,4774,75,,4598,,43598
Monaco,4766,38,328,4400,26672,39655
Antigua and Barbuda,4236,118,59,4059,62154,99132
Saint Martin,4008,56,,1399,,39643
São Tomé and Príncipe,3758,57,,3676,,225189
Caribbean Netherlands,3277,23,,3149,,26584
Turks and Caicos Islands,3276,26,,3107,,39493
British Virgin Islands,3016,39,,,,30529
Saint Kitts and Nevis,2843,28,41,2774,27523,53757
Bhutan,2660,3,15,2642,589762,784206
Greenland,2249,,,1875,,56916
Anguilla,1646,5,,1605,,15202
Saint Barthelemy,1621,6,,,,9922
Wallis and Futuna,454,7,9,438,6016,10947
Saint Pierre and Miquelon,98,,,78,,5752
Falkland Islands,83,,,,,3630
Macao,77,,,77,492002,662457
Montserrat,45,1,,43,,4996
Vatican City,27,,,27,,804
Solomon Islands,20,,,20,179973,711827
Western Sahara,10,1,,8,,619087
Palau,8,,,8,,18222
Vanuatu,7,1,0,6,102308,317775
Marshall Islands,4,,,4,,59782
Samoa,3,,,3,141424,200370
Saint Helena,2,,,2,4361,6104
Micronesia,1,,,1,,116811
Tonga,1,,,1,73609,107471
China,101277,4636,2158,94483,1225000000,1439323776
